order_id,order_date,customer_name,product_name,product_category,quantity,,unit_price
100215,9/1/2021,Customer_343,Chair,Furniture,6,,36365
101524,9/1/2021,Customer_126,Chair,Electronics,7,,8154
100590,10/1/2021,Customer_327,Pen,Furniture,7,,40359
100826,10/1/2021,Customer_192,Chair,Electronics,4,,41151
101819,10/1/2021,Customer_397,Pen,Electronics,5,,24783
103289,10/1/2021,Customer_411,Printer,Office Supplies,5,,42169
103409,10/1/2021,Customer_433,Laptop,Electronics,4,,820
100913,11/1/2021,Customer_712,Table,Office Supplies,6,,20578
101130,11/1/2021,Customer_1104,Table,Office Supplies,5,,44529
101273,11/1/2021,Customer_209,Mobile,Furniture,2,,18681
101487,11/1/2021,Customer_1171,Pen,Electronics,9,,43750
104139,11/1/2021,Customer_31,Laptop,Office Supplies,9,,17724
100425,12/1/2021,Customer_984,Mobile,Electronics,8,,31509
101171,12/1/2021,Customer_580,Table,Office Supplies,2,,21043
101755,12/1/2021,Customer_626,Table,Office Supplies,4,,30877
101955,12/1/2021,Customer_554,Printer,Electronics,2,,12795
103149,12/1/2021,Customer_63,Mobile,Electronics,8,,5308
104636,12/1/2021,Customer_59,Printer,Electronics,8,,23216
104747,12/1/2021,Customer_730,Mobile,Furniture,5,,47504
104774,12/1/2021,Customer_592,Printer,Office Supplies,2,,8802
100830,13/01/21,Customer_1033,Monitor,Electronics,6,,36330
104057,13/01/21,Customer_800,Table,Electronics,7,,6943
104252,13/01/21,Customer_1062,Pen,Electronics,7,,47760
104481,13/01/21,Customer_818,Pen,Furniture,5,,48287
100044,14/01/21,Customer_722,Mobile,Furniture,9,,44989
101546,14/01/21,Customer_218,Mobile,Electronics,2,,15084
101616,14/01/21,Customer_1153,Printer,Electronics,7,,37420
100083,15/01/21,Customer_340,Laptop,Furniture,7,,30024
100901,15/01/21,Customer_135,Pen,Electronics,2,,1694
103214,15/01/21,Customer_763,Printer,Electronics,8,,8698
101225,16/01/21,Customer_237,Chair,Electronics,2,,1293
104722,16/01/21,Customer_72,Monitor,Furniture,5,,15162
100268,17/01/21,Customer_479,Table,Electronics,5,,46887
101371,17/01/21,Customer_723,Table,Office Supplies,3,,24505
102085,17/01/21,Customer_57,Table,Electronics,8,,3238
103127,17/01/21,Customer_1108,Chair,Furniture,9,,26340
103531,17/01/21,Customer_56,Mobile,Office Supplies,7,,37442
103796,17/01/21,Customer_528,Monitor,Electronics,2,,9764
104638,17/01/21,Customer_1093,Table,Office Supplies,3,,22942
100291,18/01/21,Customer_768,Mobile,Furniture,8,,19590
101007,18/01/21,Customer_655,Table,Furniture,7,,22073
101723,19/01/21,Customer_140,Chair,Office Supplies,7,,19312
102211,19/01/21,Customer_818,Chair,Electronics,5,,21155
102294,19/01/21,Customer_835,Mobile,Electronics,4,,40993
102722,19/01/21,Customer_177,Pen,Office Supplies,2,,48090
102949,19/01/21,Customer_317,Printer,Furniture,9,,9067
103509,19/01/21,Customer_967,Mobile,Electronics,8,,12049
103776,19/01/21,Customer_1063,Printer,Electronics,2,,9940
104000,19/01/21,Customer_292,Pen,Furniture,1,,38896
104486,19/01/21,Customer_42,Laptop,Electronics,9,,34696
100314,20/01/21,Customer_788,Mobile,Electronics,3,,12216
103549,20/01/21,Customer_916,Table,Office Supplies,2,,43213
100038,21/01/21,Customer_1159,Monitor,Furniture,6,,26948
101438,21/01/21,Customer_396,Table,Electronics,6,,41683
101598,21/01/21,Customer_225,Laptop,Electronics,5,,2759
101768,21/01/21,Customer_708,Mobile,Office Supplies,1,,25274
102079,21/01/21,Customer_757,Mobile,Electronics,9,,24880
102379,21/01/21,Customer_1185,Laptop,Electronics,7,,11660
103692,21/01/21,Customer_501,Mobile,Office Supplies,7,,2842
100021,22/01/21,Customer_19,Laptop,Furniture,4,,6174
101399,22/01/21,Customer_474,Mobile,Furniture,2,,20488
101539,22/01/21,Customer_49,Pen,Furniture,2,,4285
102411,22/01/21,Customer_824,Monitor,Electronics,6,,20698
102939,22/01/21,Customer_900,Printer,Furniture,6,,9541
103544,22/01/21,Customer_434,Mobile,Office Supplies,9,,41591
104444,22/01/21,Customer_319,Chair,Furniture,7,,13610
100400,23/01/21,Customer_383,Laptop,Electronics,9,,19730
100918,23/01/21,Customer_1042,Pen,Electronics,1,,19505
102212,23/01/21,Customer_1175,Table,Furniture,8,,40971
102791,23/01/21,Customer_1067,Laptop,Electronics,5,,30966
103064,23/01/21,Customer_450,Printer,Furniture,5,,14070
101577,24/01/21,Customer_853,Monitor,Office Supplies,9,,38948
100760,25/01/21,Customer_442,Table,Furniture,6,,42866
100973,25/01/21,Customer_1017,Chair,Electronics,6,,43058
101157,25/01/21,Customer_333,Printer,Electronics,3,,39437
102957,25/01/21,Customer_621,Table,Office Supplies,3,,48403
103583,25/01/21,Customer_237,Monitor,Electronics,3,,48071
103811,25/01/21,Customer_85,Mobile,Electronics,1,,10907
102660,26/01/21,Customer_449,Printer,Furniture,5,,29637
103189,26/01/21,Customer_10,Table,Electronics,6,,31811
104471,26/01/21,Customer_332,Laptop,Electronics,9,,19005
100256,27/01/21,Customer_873,Pen,Furniture,3,,42473
101110,27/01/21,Customer_1174,Table,Furniture,7,,46899
103963,27/01/21,Customer_213,Mobile,Electronics,8,,29985
104665,27/01/21,Customer_447,Mobile,Electronics,5,,44423
100736,28/01/21,Customer_1155,Monitor,Office Supplies,9,,6662
100752,28/01/21,Customer_912,Chair,Office Supplies,8,,47525
101624,28/01/21,Customer_314,Printer,Electronics,6,,990
102400,28/01/21,Customer_1036,Chair,Electronics,9,,16512
100510,29/01/21,Customer_426,Table,Furniture,3,,21525
101093,29/01/21,Customer_1052,Table,Electronics,1,,13423
101128,29/01/21,Customer_380,Pen,Furniture,2,,47973
101239,29/01/21,Customer_703,Printer,Furniture,2,,3701
101413,29/01/21,Customer_970,Mobile,Furniture,7,,20056
102092,29/01/21,Customer_589,Laptop,Electronics,3,,21157
104870,29/01/21,Customer_1005,Pen,Electronics,9,,28746
104421,30/01/21,Customer_761,Printer,Office Supplies,4,,30426
104585,30/01/21,Customer_728,Table,Electronics,1,,15294
104756,30/01/21,Customer_418,Laptop,Furniture,2,,6730
103003,31/01/21,Customer_789,Chair,Electronics,5,,7844
103088,31/01/21,Customer_1134,Monitor,Office Supplies,2,,39972
104138,31/01/21,Customer_217,Mobile,Electronics,6,,44893
101000,1/2/2021,Customer_329,Pen,Office Supplies,4,,41205
102428,1/2/2021,Customer_1019,Laptop,Furniture,9,,22536
103402,1/2/2021,Customer_708,Chair,Electronics,1,,37602
103145,2/2/2021,Customer_1040,Pen,Office Supplies,5,,7620
100633,3/2/2021,Customer_413,Mobile,Office Supplies,2,,23042
100768,3/2/2021,Customer_666,Mobile,Furniture,2,,39376
101104,3/2/2021,Customer_856,Mobile,Electronics,1,,3126
104681,3/2/2021,Customer_930,Pen,Furniture,9,,23502
100053,4/2/2021,Customer_503,Table,Office Supplies,4,,26422
100428,4/2/2021,Customer_781,Table,Office Supplies,2,,41278
101569,4/2/2021,Customer_776,Table,Furniture,7,,11476
100312,5/2/2021,Customer_89,Table,Office Supplies,7,,25748
101808,5/2/2021,Customer_978,Chair,Office Supplies,7,,28133
101872,5/2/2021,Customer_133,Laptop,Office Supplies,7,,33262
104132,5/2/2021,Customer_44,Pen,Furniture,6,,42333
104803,5/2/2021,Customer_530,Chair,Office Supplies,2,,43269
100455,6/2/2021,Customer_625,Mobile,Electronics,7,,18781
101325,6/2/2021,Customer_88,Printer,Office Supplies,1,,39722
101386,6/2/2021,Customer_473,Laptop,Furniture,7,,2616
100252,7/2/2021,Customer_345,Laptop,Furniture,8,,29781
101320,7/2/2021,Customer_816,Monitor,Office Supplies,8,,36476
102261,7/2/2021,Customer_711,Monitor,Furniture,2,,10355
100523,8/2/2021,Customer_470,Table,Office Supplies,1,,23702
101219,8/2/2021,Customer_237,Printer,Electronics,6,,44535
101425,8/2/2021,Customer_184,Monitor,Office Supplies,3,,17163
102178,8/2/2021,Customer_1154,Pen,Electronics,6,,47623
103617,8/2/2021,Customer_464,Table,Furniture,5,,44020
104128,8/2/2021,Customer_1199,Monitor,Electronics,1,,15055
101315,9/2/2021,Customer_194,Pen,Furniture,3,,32017
101338,9/2/2021,Customer_586,Printer,Furniture,2,,915
102485,9/2/2021,Customer_810,Printer,Office Supplies,7,,29314
103355,9/2/2021,Customer_774,Chair,Office Supplies,8,,49533
103859,9/2/2021,Customer_1043,Pen,Electronics,3,,8370
104169,9/2/2021,Customer_898,Printer,Furniture,5,,26942
100097,10/2/2021,Customer_113,Chair,Electronics,2,,6807
100574,10/2/2021,Customer_1078,Table,Office Supplies,6,,23036
101102,10/2/2021,Customer_251,Chair,Furniture,6,,45075
102537,10/2/2021,Customer_39,Pen,Furniture,9,,42507
102629,10/2/2021,Customer_196,Pen,Furniture,7,,44646
102750,10/2/2021,Customer_51,Table,Electronics,4,,8622
101101,11/2/2021,Customer_368,Pen,Furniture,8,,27150
101156,11/2/2021,Customer_37,Printer,Furniture,4,,47627
101957,11/2/2021,Customer_64,Table,Furniture,5,,39418
100685,12/2/2021,Customer_344,Monitor,Furniture,1,,36333
101760,12/2/2021,Customer_874,Pen,Electronics,8,,5870
102004,12/2/2021,Customer_31,Pen,Office Supplies,7,,49442
102118,12/2/2021,Customer_228,Mobile,Electronics,8,,10960
102402,12/2/2021,Customer_689,Chair,Furniture,1,,3398
103454,12/2/2021,Customer_274,Mobile,Office Supplies,2,,4683
103612,12/2/2021,Customer_868,Pen,Office Supplies,5,,20434
104840,12/2/2021,Customer_755,Mobile,Office Supplies,2,,1695
103883,13/02/21,Customer_517,Laptop,Electronics,7,,20198
104494,13/02/21,Customer_403,Pen,Electronics,6,,237
102977,14/02/21,Customer_1156,Mobile,Electronics,4,,45407
104679,14/02/21,Customer_649,Pen,Electronics,2,,28231
103594,15/02/21,Customer_926,Monitor,Office Supplies,1,,20077
104922,15/02/21,Customer_813,Laptop,Office Supplies,6,,38188
100349,16/02/21,Customer_232,Mobile,Furniture,6,,10501
100553,16/02/21,Customer_112,Table,Furniture,4,,12348
100715,16/02/21,Customer_1038,Printer,Office Supplies,7,,10241
100904,16/02/21,Customer_410,Chair,Furniture,7,,20637
101182,16/02/21,Customer_691,Printer,Office Supplies,7,,42120
100723,17/02/21,Customer_1103,Chair,Office Supplies,9,,2043
104180,17/02/21,Customer_677,Chair,Furniture,7,,41335
104598,17/02/21,Customer_266,Pen,Office Supplies,9,,30180
102332,18/02/21,Customer_716,Mobile,Electronics,1,,45703
102696,18/02/21,Customer_387,Printer,Furniture,9,,16783
102774,18/02/21,Customer_811,Laptop,Office Supplies,3,,4633
103112,18/02/21,Customer_410,Pen,Office Supplies,8,,35633
101829,19/02/21,Customer_523,Printer,Electronics,3,,5110
102323,19/02/21,Customer_1171,Laptop,Furniture,6,,13244
103233,19/02/21,Customer_537,Chair,Furniture,6,,2224
103508,19/02/21,Customer_1088,Chair,Electronics,9,,29854
104108,19/02/21,Customer_828,Table,Furniture,1,,40272
100326,20/02/21,Customer_594,Printer,Electronics,9,,13122
100627,20/02/21,Customer_848,Printer,Office Supplies,8,,29266
100941,20/02/21,Customer_687,Pen,Furniture,7,,17092
101778,20/02/21,Customer_649,Printer,Furniture,8,,15371
103709,21/02/21,Customer_387,Laptop,Office Supplies,5,,44433
104887,21/02/21,Customer_135,Chair,Office Supplies,7,,6680
104916,21/02/21,Customer_730,Pen,Electronics,3,,44556
100682,22/02/21,Customer_1190,Chair,Office Supplies,4,,8822
103015,22/02/21,Customer_145,Chair,Electronics,9,,36203
103117,22/02/21,Customer_881,Table,Furniture,5,,30272
104201,22/02/21,Customer_626,Pen,Furniture,2,,12151
100222,23/02/21,Customer_134,Printer,Furniture,3,,18435
101288,23/02/21,Customer_958,Pen,Electronics,4,,41608
103114,23/02/21,Customer_551,Pen,Office Supplies,3,,26574
103603,23/02/21,Customer_122,Mobile,Electronics,5,,45654
103900,23/02/21,Customer_953,Mobile,Furniture,9,,47364
104610,23/02/21,Customer_268,Printer,Furniture,9,,32346
104860,23/02/21,Customer_589,Mobile,Office Supplies,8,,18497
101020,24/02/21,Customer_957,Laptop,Electronics,4,,731
101025,24/02/21,Customer_219,Pen,Office Supplies,7,,8524
101137,24/02/21,Customer_707,Table,Office Supplies,6,,3530
101911,24/02/21,Customer_898,Table,Furniture,6,,26430
103146,24/02/21,Customer_1083,Pen,Office Supplies,7,,38721
100732,25/02/21,Customer_1178,Mobile,Electronics,6,,9500
103954,25/02/21,Customer_1149,Chair,Office Supplies,1,,19033
104118,25/02/21,Customer_739,Chair,Electronics,9,,49896
104414,25/02/21,Customer_26,Laptop,Electronics,9,,6968
102947,26/02/21,Customer_354,Laptop,Office Supplies,4,,7843
103831,26/02/21,Customer_387,Table,Furniture,6,,46356
100543,27/02/21,Customer_611,Printer,Electronics,2,,27923
101892,27/02/21,Customer_1096,Printer,Furniture,6,,5899
102446,27/02/21,Customer_345,Printer,Office Supplies,7,,18592
104321,27/02/21,Customer_133,Monitor,Furniture,1,,7847
104864,27/02/21,Customer_11,Laptop,Furniture,2,,1350
101080,28/02/21,Customer_215,Mobile,Electronics,3,,3282
102842,28/02/21,Customer_967,Pen,Electronics,6,,41166
103860,28/02/21,Customer_980,Pen,Electronics,6,,33601
102282,1/3/2021,Customer_1031,Chair,Electronics,7,,16494
104782,1/3/2021,Customer_937,Mobile,Furniture,8,,45066
100697,2/3/2021,Customer_117,Chair,Electronics,9,,22331
101154,2/3/2021,Customer_1169,Pen,Furniture,8,,27183
101269,2/3/2021,Customer_780,Laptop,Furniture,3,,48154
103631,2/3/2021,Customer_979,Printer,Furniture,5,,8683
103708,2/3/2021,Customer_176,Pen,Office Supplies,7,,3360
103926,2/3/2021,Customer_1197,Monitor,Office Supplies,7,,45379
100460,3/3/2021,Customer_130,Printer,Electronics,5,,44508
101297,3/3/2021,Customer_1106,Mobile,Office Supplies,9,,47921
103921,3/3/2021,Customer_489,Printer,Electronics,9,,18284
100603,4/3/2021,Customer_129,Pen,Electronics,5,,14034
100978,4/3/2021,Customer_90,Mobile,Office Supplies,4,,19153
103670,4/3/2021,Customer_533,Mobile,Electronics,9,,49223
102887,5/3/2021,Customer_202,Table,Office Supplies,8,,42417
104663,5/3/2021,Customer_620,Laptop,Electronics,9,,47758
100084,6/3/2021,Customer_175,Table,Electronics,8,,3587
102055,6/3/2021,Customer_880,Pen,Office Supplies,1,,21162
103447,6/3/2021,Customer_1071,Monitor,Office Supplies,9,,13307
101625,7/3/2021,Customer_565,Pen,Office Supplies,3,,47795
102450,7/3/2021,Customer_141,Table,Electronics,4,,26373
100761,8/3/2021,Customer_1181,Printer,Electronics,2,,16998
101889,8/3/2021,Customer_678,Monitor,Furniture,7,,22927
102630,9/3/2021,Customer_29,Pen,Electronics,3,,15385
102847,9/3/2021,Customer_585,Laptop,Office Supplies,7,,29993
103998,9/3/2021,Customer_1171,Printer,Office Supplies,6,,28743
100680,10/3/2021,Customer_427,Laptop,Office Supplies,3,,36855
100912,10/3/2021,Customer_1144,Laptop,Furniture,9,,38051
101142,10/3/2021,Customer_503,Table,Office Supplies,2,,17139
103625,10/3/2021,Customer_337,Mobile,Furniture,1,,27973
103700,10/3/2021,Customer_601,Pen,Furniture,8,,22722
104392,11/3/2021,Customer_162,Monitor,Electronics,5,,548
103797,12/3/2021,Customer_846,Laptop,Furniture,1,,11305
104984,12/3/2021,Customer_149,Mobile,Office Supplies,9,,42510
101482,13/03/21,Customer_738,Chair,Furniture,3,,27287
104211,13/03/21,Customer_1028,Printer,Office Supplies,9,,34543
104283,13/03/21,Customer_439,Table,Furniture,9,,17886
104460,13/03/21,Customer_208,Table,Furniture,7,,47057
104631,13/03/21,Customer_605,Pen,Office Supplies,9,,4150
104855,13/03/21,Customer_635,Chair,Office Supplies,6,,4977
101150,14/03/21,Customer_668,Printer,Furniture,5,,15723
101875,14/03/21,Customer_269,Chair,Office Supplies,8,,39812
101965,14/03/21,Customer_858,Printer,Electronics,7,,20649
102783,14/03/21,Customer_1010,Chair,Furniture,9,,19386
103436,14/03/21,Customer_296,Chair,Furniture,9,,14647
103560,14/03/21,Customer_247,Pen,Furniture,2,,36419
103609,14/03/21,Customer_504,Pen,Office Supplies,9,,37838
103275,15/03/21,Customer_736,Mobile,Electronics,6,,41073
104002,15/03/21,Customer_747,Mobile,Furniture,9,,11426
100654,16/03/21,Customer_126,Chair,Office Supplies,1,,43649
100795,16/03/21,Customer_791,Mobile,Office Supplies,1,,35524
100962,16/03/21,Customer_525,Printer,Office Supplies,6,,935
101097,16/03/21,Customer_866,Printer,Office Supplies,7,,33832
102317,16/03/21,Customer_1063,Monitor,Electronics,5,,25667
102819,16/03/21,Customer_1187,Chair,Electronics,9,,48638
100469,17/03/21,Customer_819,Monitor,Furniture,5,,43478
102672,17/03/21,Customer_922,Laptop,Electronics,8,,32861
103732,17/03/21,Customer_55,Mobile,Furniture,4,,43330
104572,17/03/21,Customer_1107,Printer,Furniture,6,,2054
104625,17/03/21,Customer_719,Laptop,Office Supplies,9,,23458
104651,17/03/21,Customer_244,Table,Office Supplies,7,,42033
102841,18/03/21,Customer_743,Pen,Office Supplies,4,,26232
103958,18/03/21,Customer_728,Laptop,Furniture,3,,27587
100737,19/03/21,Customer_450,Chair,Electronics,2,,43400
100853,19/03/21,Customer_883,Table,Electronics,8,,30783
102315,19/03/21,Customer_793,Mobile,Electronics,8,,45224
103456,19/03/21,Customer_124,Mobile,Office Supplies,5,,40087
101417,20/03/21,Customer_640,Pen,Electronics,9,,35338
102105,20/03/21,Customer_921,Laptop,Electronics,3,,49687
102440,20/03/21,Customer_232,Mobile,Office Supplies,7,,19791
104955,20/03/21,Customer_187,Table,Furniture,8,,27829
100549,21/03/21,Customer_425,Printer,Office Supplies,5,,4579
100672,22/03/21,Customer_447,Monitor,Furniture,3,,34332
101059,23/03/21,Customer_422,Chair,Furniture,1,,3553
101365,23/03/21,Customer_1162,Mobile,Furniture,8,,23361
102916,23/03/21,Customer_700,Mobile,Office Supplies,6,,9947
103848,23/03/21,Customer_986,Pen,Office Supplies,5,,47617
100621,24/03/21,Customer_621,Laptop,Furniture,7,,41087
102020,24/03/21,Customer_928,Laptop,Electronics,7,,21030
102600,24/03/21,Customer_49,Printer,Office Supplies,6,,45277
102978,24/03/21,Customer_356,Table,Office Supplies,9,,25709
103592,24/03/21,Customer_17,Mobile,Office Supplies,2,,8421
104326,24/03/21,Customer_987,Monitor,Electronics,6,,38109
104844,24/03/21,Customer_727,Monitor,Office Supplies,4,,7737
101441,25/03/21,Customer_326,Mobile,Office Supplies,2,,48918
103340,25/03/21,Customer_30,Pen,Furniture,4,,12428
101748,26/03/21,Customer_335,Table,Office Supplies,8,,23684
100755,27/03/21,Customer_1153,Chair,Furniture,3,,2721
101690,27/03/21,Customer_1133,Table,Office Supplies,8,,8695
103271,27/03/21,Customer_93,Chair,Office Supplies,1,,2669
101024,28/03/21,Customer_1009,Mobile,Electronics,7,,24808
101551,28/03/21,Customer_271,Laptop,Office Supplies,2,,38209
102113,28/03/21,Customer_1018,Printer,Electronics,4,,46218
102117,28/03/21,Customer_21,Chair,Electronics,5,,510
103730,28/03/21,Customer_333,Monitor,Electronics,9,,20065
104370,28/03/21,Customer_1112,Printer,Office Supplies,7,,18535
100009,29/03/21,Customer_693,Mobile,Electronics,9,,44124
102203,29/03/21,Customer_295,Printer,Furniture,4,,42823
103678,29/03/21,Customer_232,Printer,Electronics,4,,34401
104084,29/03/21,Customer_434,Laptop,Furniture,8,,35551
100858,30/03/21,Customer_866,Pen,Office Supplies,3,,37952
102624,30/03/21,Customer_989,Table,Office Supplies,4,,39220
100431,31/03/21,Customer_79,Pen,Office Supplies,8,,27659
100569,31/03/21,Customer_897,Monitor,Electronics,1,,37984
100818,31/03/21,Customer_619,Chair,Office Supplies,6,,42393
101515,31/03/21,Customer_671,Pen,Office Supplies,7,,38954
101797,31/03/21,Customer_743,Printer,Electronics,2,,49293
104055,31/03/21,Customer_223,Pen,Furniture,4,,14414
104645,31/03/21,Customer_399,Monitor,Furniture,1,,25628
100521,1/4/2021,Customer_146,Chair,Furniture,2,,5146
104397,1/4/2021,Customer_1095,Table,Electronics,5,,703
100049,2/4/2021,Customer_1196,Mobile,Electronics,4,,40441
101343,2/4/2021,Customer_17,Mobile,Furniture,9,,27896
101500,2/4/2021,Customer_372,Printer,Electronics,5,,33056
101997,2/4/2021,Customer_962,Table,Furniture,6,,20192
102043,2/4/2021,Customer_216,Laptop,Office Supplies,9,,14582
103669,2/4/2021,Customer_257,Laptop,Furniture,6,,11065
100695,3/4/2021,Customer_984,Chair,Furniture,7,,11881
101571,3/4/2021,Customer_832,Laptop,Office Supplies,6,,6038
102688,3/4/2021,Customer_228,Mobile,Furniture,8,,8299
103270,3/4/2021,Customer_362,Printer,Furniture,3,,49969
103786,3/4/2021,Customer_1086,Laptop,Furniture,1,,19183
104040,3/4/2021,Customer_776,Table,Electronics,4,,37101
100389,4/4/2021,Customer_283,Mobile,Furniture,1,,2606
100634,5/4/2021,Customer_546,Table,Furniture,8,,11927
100689,5/4/2021,Customer_657,Laptop,Furniture,1,,3933
100908,5/4/2021,Customer_1075,Chair,Office Supplies,8,,41543
101976,5/4/2021,Customer_356,Mobile,Office Supplies,8,,23652
100128,6/4/2021,Customer_904,Monitor,Electronics,1,,22112
100453,6/4/2021,Customer_634,Laptop,Electronics,4,,36780
101037,6/4/2021,Customer_821,Printer,Furniture,8,,31208
103867,6/4/2021,Customer_637,Chair,Electronics,5,,48686
104140,6/4/2021,Customer_1083,Printer,Furniture,7,,20319
103717,7/4/2021,Customer_1146,Table,Office Supplies,6,,48025
100660,8/4/2021,Customer_553,Chair,Office Supplies,2,,37586
101136,8/4/2021,Customer_926,Printer,Furniture,2,,3715
102416,8/4/2021,Customer_798,Chair,Office Supplies,7,,24944
103540,8/4/2021,Customer_746,Pen,Office Supplies,6,,39177
100108,9/4/2021,Customer_965,Laptop,Office Supplies,9,,19249
100230,9/4/2021,Customer_771,Monitor,Electronics,2,,36994
100274,9/4/2021,Customer_1161,Monitor,Electronics,9,,17470
103325,9/4/2021,Customer_109,Laptop,Furniture,8,,4680
104599,9/4/2021,Customer_724,Pen,Office Supplies,9,,35580
101602,10/4/2021,Customer_216,Monitor,Furniture,4,,21221
103564,10/4/2021,Customer_637,Chair,Office Supplies,5,,28541
102032,11/4/2021,Customer_261,Chair,Electronics,3,,17442
102114,11/4/2021,Customer_16,Table,Electronics,4,,7311
104133,11/4/2021,Customer_155,Printer,Office Supplies,5,,38973
101162,12/4/2021,Customer_62,Monitor,Furniture,5,,42287
101490,12/4/2021,Customer_637,Printer,Furniture,7,,37627
101740,12/4/2021,Customer_1138,Pen,Office Supplies,3,,12285
100656,13/04/21,Customer_1121,Mobile,Electronics,2,,46074
102729,13/04/21,Customer_892,Chair,Furniture,2,,28641
104526,13/04/21,Customer_1137,Laptop,Office Supplies,3,,20548
100226,14/04/21,Customer_902,Pen,Electronics,4,,1815
100873,14/04/21,Customer_392,Monitor,Furniture,7,,17046
102877,14/04/21,Customer_214,Chair,Electronics,1,,9704
103139,14/04/21,Customer_450,Pen,Office Supplies,9,,43242
103425,14/04/21,Customer_568,Mobile,Furniture,7,,41356
103957,14/04/21,Customer_7,Pen,Furniture,9,,4492
104310,14/04/21,Customer_208,Printer,Furniture,1,,16833
100607,15/04/21,Customer_1082,Chair,Office Supplies,4,,4466
102083,15/04/21,Customer_1177,Monitor,Office Supplies,1,,39753
102752,15/04/21,Customer_870,Printer,Furniture,9,,20888
103316,15/04/21,Customer_101,Mobile,Furniture,9,,39782
104363,15/04/21,Customer_273,Mobile,Office Supplies,9,,23346
101519,16/04/21,Customer_1067,Chair,Electronics,7,,37959
101792,16/04/21,Customer_62,Chair,Furniture,6,,43204
104152,16/04/21,Customer_317,Monitor,Office Supplies,7,,21319
104163,16/04/21,Customer_1199,Laptop,Furniture,2,,38824
100721,17/04/21,Customer_107,Table,Electronics,3,,31916
104284,17/04/21,Customer_531,Table,Furniture,4,,7318
101160,18/04/21,Customer_45,Pen,Furniture,2,,6543
102215,18/04/21,Customer_846,Monitor,Office Supplies,2,,22760
104422,18/04/21,Customer_595,Pen,Furniture,9,,28983
100487,19/04/21,Customer_125,Laptop,Electronics,1,,42865
100763,19/04/21,Customer_860,Pen,Office Supplies,3,,10967
102845,19/04/21,Customer_802,Pen,Electronics,3,,41800
103444,19/04/21,Customer_244,Laptop,Electronics,2,,12998
103723,19/04/21,Customer_1171,Laptop,Furniture,6,,10257
104239,19/04/21,Customer_609,Pen,Furniture,8,,22952
104833,19/04/21,Customer_14,Chair,Electronics,9,,15626
104120,20/04/21,Customer_70,Laptop,Furniture,5,,12246
100686,21/04/21,Customer_366,Mobile,Furniture,4,,17847
100765,21/04/21,Customer_148,Laptop,Electronics,6,,5509
100767,21/04/21,Customer_811,Pen,Office Supplies,1,,8834
101531,21/04/21,Customer_230,Monitor,Electronics,1,,24465
102989,21/04/21,Customer_1130,Laptop,Furniture,1,,28895
103125,21/04/21,Customer_142,Mobile,Office Supplies,5,,4867
104439,21/04/21,Customer_145,Chair,Electronics,2,,18274
104888,21/04/21,Customer_856,Mobile,Electronics,4,,27744
102232,22/04/21,Customer_612,Mobile,Electronics,8,,46920
103347,22/04/21,Customer_698,Pen,Furniture,9,,44225
100161,23/04/21,Customer_915,Laptop,Furniture,6,,49881
